v1,full_name,reaction_EC,gene_symbol,v3,Vitisnet_Network1,Vitisnet_Network2,,
VIT_17s0000g05470,Nodulin,,,Vitvi17g00518,,,,
VIT_17s0000g05480,EMB2454 (embryo defective 2454),,,Vitvi17g00519,,,,
VIT_17s0000g05500,Cysteine endopeptidase,,,Vitvi17g00521,,,,
VIT_17s0000g05510,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi17g00522,,,,
VIT_17s0000g05530,DnaJ homolog; subfamily B; member 4,K09510,,Vitvi17g00524,vv50132Primary_active_transporter_cat_A5_to_A8,,,
VIT_17s0000g05540,H(+)-ATPase 11 AHA11,K01535,,Vitvi17g00527,vv10190Oxidative_phosphorylation,vv50131Primary_active_transporter_cat_A2_to_A4,,
VIT_17s0000g05550,Proton-dependent oligopeptide transport (POT) family protein,POT,,Vitvi17g00528,vv50122Porters_cat_7_to_17,,,
VIT_17s0000g05560,Proton-dependent oligopeptide transport (POT) family protein,POT,,Vitvi17g00532,vv50122Porters_cat_7_to_17,,,
VIT_17s0000g05570,Receptor protein kinase,,,Vitvi17g00533,,,,
VIT_17s0000g05580,Isopiperitenol dehydrogenase,E1_1_1_223,,Vitvi17g00534,vv10902Monoterpenoid_biosynthesis,,,
VIT_17s0000g05600,(-)-isopiperitenol dehydrogenase,E1_1_1_223,,Vitvi17g00537,vv10902Monoterpenoid_biosynthesis,,,
VIT_17s0000g05610,Isopiperitenol dehydrogenase,E1_1_1_223,,Vitvi17g00538,vv10902Monoterpenoid_biosynthesis,,,
VIT_17s0000g05620,Integral membrane HPP family protein,,,Vitvi17g00539,,,,
VIT_17s0000g05640,Nitrate transporter 1:2,NRT1_2,,Vitvi17g00541,vv50122Porters_cat_7_to_17,,,
VIT_17s0000g05650,Unknown protein,,,Vitvi17g00543,,,,
VIT_17s0000g05660,Polygalacturonase GH28,E3_2_1_15,,Vitvi17g00544,vv40006Cell_wall,,,
VIT_17s0000g05670,Polygalacturonase GH28,E3_2_1_15,,Vitvi17g00545,vv40006Cell_wall,,,
VIT_17s0000g05680,Band 7 family,BAND7,,Vitvi17g00546,vv50108Accessory_factors_involved_in_transport,,,
VIT_17s0000g05690,Isochorismate synthase 1; chloroplast precursor,E5_4_4_2,,Vitvi17g00547,vv10130Ubiquinone_biosynthesis,vv50101Channels_and_pores,,
VIT_17s0000g05700,Phosphoribosylanthranilate transferase,E2_4_2_18,,Vitvi17g00548,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_17s0000g05740,Pectate lyase; N-terminal,E4_2_2_2,,Vitvi17g00550,vv40006Cell_wall,,,
VIT_17s0000g05750,Isochorismate synthase,E5_4_4_2,,Vitvi17g00551,vv10130Ubiquinone_biosynthesis,vv50101Channels_and_pores,,
VIT_17s0000g05770,Nuclear ribonuclease Z,E3_1_26_11,,Vitvi17g00552,,,,
VIT_17s0000g05780,Unknown protein,,,Vitvi17g00553,,,,
VIT_17s0000g05790,Cupin; RmlC-type,,,Vitvi17g00554,,,,
VIT_17s0000g05820,Ubiquitin-conjugating enzyme E2 A,K10573,,Vitvi17g00557,vv24120Ubiquitin_mediated_proteolysis,,,
VIT_17s0000g05830,Unknown protein,,,Vitvi17g00558,,,,
VIT_17s0000g05840,Calmodulin binding IQD31 (IQ-domain 31),,,Vitvi17g00560,,,,
VIT_17s0000g05870,Aldose 1-epimerase protein,E5_1_3_3,,Vitvi17g00565,vv10010Glycolysis,,,
VIT_17s0000g05880,Calcineurin phosphoesterase,,,Vitvi17g00567,,,,
VIT_17s0000g05890,Protein kinase APK1B,,,Vitvi17g00568,,,,
VIT_17s0000g05900,Basic helix-loop-helix (bHLH) family,BHLHDOM_12,,Vitvi17g00569,vv60011BHLH,,,
VIT_17s0000g05920,Kelch repeat-containing F-box protein,,,Vitvi17g00570,,,,
VIT_17s0000g05940,Chromosome structural maintenance protein MAG2,,,Vitvi17g00571,,,,
VIT_17s0000g05950,PRE1 (Paclobutrazol resistance1),PRE1,,Vitvi17g00573,vv60011BHLH,,,
VIT_17s0000g05960,Pectinesterase family,E3_1_1_11,,Vitvi17g00574,vv40006Cell_wall,,,
VIT_17s0000g05970,Ribosomal protein S9 (RPS9C) 40S,K02997,,Vitvi17g00575,vv23010Ribosome,,,
VIT_17s0000g05980,Zinc finger protein / regulator of chromosome condensation (RCC1),RCC1,,Vitvi17g00576,vv50112Nuclear_pore_complex,,,
VIT_17s0000g05990,ABA-responsive protein (HVA22a),HVA22A,,Vitvi17g00577,vv30001ABA_signaling,,,
VIT_17s0000g06000,Basic helix-loop-helix (bHLH) family,BHLHDOM_56,,Vitvi17g00578,vv60011BHLH,,,
VIT_17s0000g06010,Unknown protein,,,Vitvi17g00579,,,,
VIT_17s0000g06030,Nucleosome assembly protein (NAP-related) NRP2,,,Vitvi17g00582,,,,
VIT_17s0000g06040,Phytochrome kinase substrate 1,,,Vitvi17g00583,,,,
VIT_17s0000g06050,Ankyrin protein kinase,,,Vitvi17g00584,,,,
VIT_17s0000g06060,Transcription regulator/ zinc ion binding,,,Vitvi17g00587,,,,
VIT_17s0000g06090,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi17g00590,,,,
VIT_17s0000g06100,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi17g00591,,,,
VIT_17s0000g06140,Glutathione S-transferase 9 GSTU9,E2_5_1_18_GSTU9,,Vitvi17g00592,vv10480Glutathione_metabolism,,,
VIT_17s0000g06150,Glutathione S-transferase 9 GSTU9,E2_5_1_18_GSTU9,,Vitvi17g00593,vv10480Glutathione_metabolism,,,
VIT_17s0000g06170,Pentatricopeptide (PPR) repeat-containing,,,Vitvi17g00596,,,,
VIT_17s0000g06180,Hydrolase; alpha/beta fold,,,Vitvi17g00597,,,,
VIT_17s0000g06200,Mini zinc finger 1 MIF1,MIF1_2,,Vitvi17g00600,vv60068Zf-HD,,,
VIT_17s0000g06210,GASA like,GASAL,,Vitvi17g00601,vv30010Gibberellin_signaling,,,
VIT_17s0000g06220,Exostosin,K02366,,Vitvi17g00602,vv11030Glycan_structures-biosynthesis1,,,
VIT_17s0000g06230,Zinc finger (C3HC4-type ring finger),ZFC3HC4_29,,Vitvi17g00603,vv60078Other_zf-C3HC4,,,
VIT_17s0000g06240,Unknown protein,,,Vitvi17g00604,,,,
VIT_17s0000g06250,RWP-RK domain-containing protein,RWPRKDOM_7,,Vitvi17g00605,vv60052RWP-RK,,,
VIT_17s0000g06260,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi17g00606,,,,
VIT_17s0000g06270,Malate dehydrogenase precursor,E1_1_1_37,,Vitvi17g00607,vv10020Citrate_cycle,vv10620Pyruvate_metabolism,,
VIT_17s0000g06280,Geranylgeranyl reductase,CHLP,,Vitvi17g00608,vv10100Biosynthesis_of_steroids,,,
VIT_17s0000g06290,Lipase GDSL,,,Vitvi17g00609,,,,
VIT_17s0000g06310,Cycling DOF factor 2,CDF2_3,,Vitvi17g00611,vv60015C2C2-DOF,,,
VIT_17s0000g06320,Endonuclease,E3_1_30_x,,Vitvi17g00612,,,,
VIT_17s0000g06330,Lipoate protein ligase,E2_7_7_63,,Vitvi17g00613,vv11000Single_reactions,,,
VIT_17s0000g06350,LHCA4 (Photosystem I light harvesting complex gene 4),K08910,,Vitvi17g00615,vv10196Photosynthesis_antenna_proteins,vv50105Transport_electron_carriers,,
VIT_17s0000g06370,Thioredoxin 2,,,Vitvi17g00617,,,,
VIT_17s0000g06380,YGL010w,,,Vitvi17g00621,,,,
VIT_17s0000g06420,Galactosyl transferase GMA12/MNN10,K05531,,Vitvi17g00624,vv11030Glycan_structures-biosynthesis1,,,
VIT_17s0000g06430,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,K09579,,Vitvi17g00626,,,,
VIT_17s0000g06440,Galactoside 2-alpha-L-fucosyltransferase,E2_4_1_69,,Vitvi17g00627,vv10602Glycosphingolipid_biosynthesis,,,
VIT_17s0000g06450,Ribulose-phosphate 3-epimerase; chloroplast precursor,E5_1_3_1,,Vitvi17g00629,vv10030Pentose_phosphate,vv10040Pentose_glucuronate_interconversion,,
VIT_17s0000g06460,Zinc finger (C3HC4-type ring finger),ZFC3HC4_177,,Vitvi17g00630,vv60078Other_zf-C3HC4,,,
VIT_17s0000g06470,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi17g00631,,,,
VIT_17s0000g06480,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi17g00632,,,,
VIT_17s0000g06490,MKK5,K13413_MKK5,,Vitvi17g00633,vv34626Plant-pathogen_interaction,,,
VIT_17s0000g06500,Pentatricopeptide (PPR) repeat-containing,,,Vitvi17g00634,,,,
VIT_17s0000g06510,Exonuclease,E3_1_13_1,,Vitvi17g00635,,,,
VIT_17s0000g06540,Exonuclease,E3_1_13_1,,Vitvi17g00638,,,,
VIT_17s0000g06550,Exonuclease,E3_1_13_1,,Vitvi17g00639,,,,
VIT_17s0000g06580,Vesicle transport v-SNARE 11,K08493,,Vitvi17g00641,vv24130SNARE_interactions_in_vesicular_transport,,,
VIT_17s0000g06590,Galactosyl transferase GMA12/MNN10,K05531,,Vitvi17g00642,vv11030Glycan_structures-biosynthesis1,,,
VIT_17s0000g06610,Zinc finger (C3HC4-type ring finger),ZFC3HC4_152,,Vitvi17g00643,vv60078Other_zf-C3HC4,,,
VIT_17s0000g06620,Protein kinase pto,K13435,,Vitvi17g00644,vv34626Plant-pathogen_interaction,,,
VIT_17s0000g06630,Unknown protein,,,Vitvi17g00645,,,,
VIT_17s0000g06640,formin-2,FH2,,Vitvi17g00646,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_17s0000g06650,IBS1 (impaired in baba-induced sterility 1),,,Vitvi17g00648,,,,
VIT_17s0000g06660,HNH endonuclease domain-containing protein,,,Vitvi17g00649,,,,
VIT_17s0000g06670,Translation initiation factor eIF-5A,K03263,,Vitvi17g00650,,,,
VIT_17s0000g06680,Unknown protein,,,Vitvi17g00651,,,,
VIT_17s0000g06710,Leucine-rich repeat transmembrane protein kinase,,,Vitvi17g00656,,,,
VIT_17s0000g06720,No hit,,,Vitvi17g00657,,,,
VIT_17s0000g06730,No hit,,,Vitvi17g00658,,,,
VIT_17s0000g06760,Unknown protein,,,Vitvi17g00660,,,,
VIT_17s0000g06770,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi17g00661,,,,
VIT_17s0000g06780,Dimethylaniline monooxygenase,E1_14_13_8,,Vitvi17g00662,vv11000Single_reactions,,,
VIT_17s0000g06790,flavin-containing monooxygenase,E1_14_13_8,,Vitvi17g00664,vv11000Single_reactions,,,
VIT_17s0000g06800,Unknown protein,,,Vitvi17g00665,,,,
VIT_17s0000g06810,Myb family transcription factor / ELM2 domain-containing,MYBELM2_2,,Vitvi17g00669,vv60045MYBrelated,,,
VIT_17s0000g06840,Unknown protein,,,Vitvi17g00671,,,,
VIT_17s0000g06880,Heparanase protein 2 precursor,E3_2_1_31,,Vitvi17g00673,vv10040Pentose_glucuronate_interconversion,vv10500Starch_and_sucrose_metabolism,,
VIT_17s0000g06890,Unknown protein,,,Vitvi17g00674,,,,
VIT_17s0000g06900,DNA helicase SNF2 domain-containing protein,SNF2HEL_14,,Vitvi17g00675,vv60058SNF2,,,
VIT_17s0000g06920,Remorin,,,Vitvi17g00677,,,,
VIT_17s0000g06940,LAP4 protein,,,Vitvi17g00680,,,,
VIT_17s0000g06950,DEAH (Asp-Glu-Ala-His) box polypeptide 16,K12813,,Vitvi17g00681,vv23040Spliceosome,,,
VIT_17s0000g06960,UDP-glucose 6-dehydrogenase,E1_1_1_22,,Vitvi17g00682,vv10040Pentose_glucuronate_interconversion,vv10500Starch_and_sucrose_metabolism,,
VIT_17s0000g06970,Diacylglycerol kinase 1,E2_7_1_107,,Vitvi17g00683,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism,,
VIT_17s0000g06980,Ribosomal protein S19 (RPS19C) 40S,K02966,,Vitvi17g00684,vv23010Ribosome,,,
VIT_17s0000g06990,Ribosomal protein L2,K02886,,Vitvi17g00685,vv23010Ribosome,,,
VIT_17s0000g07000,VIP4,VIP4,,Vitvi17g00686,vv30009Flower_development,,,
VIT_17s0000g07120,Unknown protein,,,Vitvi17g00690,,,,
VIT_17s0000g07150,Dentin sialophosphoprotein,,,Vitvi17g00692,,,,
VIT_17s0000g07160,VIP4 (vernalization independence 4),VIP4,,Vitvi17g00694,vv30009Flower_development,,,
VIT_17s0000g07190,Heat shock protein 101,HSP101,,Vitvi17g00695,vv50109Incompletely_characterized_transport_systems,,,
VIT_17s0000g07230,Activating signal cointegrator 1 complex subunit 3,K01529,,Vitvi17g00701,vv10500Starch_and_sucrose_metabolism,vv10790Folate_biosynthesis,,
VIT_17s0000g07250,Accumulation of photosystem one 3 (APO3),,,Vitvi17g00702,,,,
VIT_17s0000g07270,No hit,,,Vitvi17g00704,,,,
VIT_17s0000g07280,Histone deacetylase HDA05,HDA05,,Vitvi17g00705,vv44110Cell_cycle,,,
VIT_17s0000g07290,Carrier protein; Mitochondrial,K03454,,Vitvi17g00708,vv50123Porters_cat_18_to_29,,,
VIT_17s0000g07300,ATP synthase gamma chain; mitochondrial (ATPC),K02136,,Vitvi17g00709,vv10190Oxidative_phosphorylation,vv50131Primary_active_transporter_cat_A2_to_A4,,
VIT_17s0000g07310,3-phosphoserine phosphatase; chloroplast precursor,E3_1_3_3,,Vitvi17g00710,vv10260Glycine_serine_and_threonine_metabolism,,,
VIT_17s0000g07320,Unknown protein,,,Vitvi17g00711,,,,
VIT_17s0000g07340,Presenilin,K06060,,Vitvi17g00712,vv50101Channels_and_pores,,,
VIT_17s0000g07350,Exocyst subunit EXO70 E2,EXO70E2,,Vitvi17g00713,vv50111Tethering_factors,,,
VIT_17s0000g07360,Transposon protein; Mutator sub-class,,,Vitvi17g00714,,,,
VIT_17s0000g07430,Unknown,,,Vitvi17g00719,,,,
VIT_17s0000g07440,Replication protein A 70 kDa DNA-binding subunit,,,Vitvi17g00720,,,,
VIT_17s0000g07460,Pentatricopeptide repeat-containing protein,,,Vitvi17g00721,,,,
VIT_17s0000g07470,Binding,,,Vitvi17g00722,,,,
VIT_17s0000g07490,Unknown protein,,,Vitvi17g00724,,,,
VIT_17s0000g07500,PTAC2 (plastid transcriptionally active2); binding,PTAC2,,Vitvi17g00725,,,,
VIT_17s0000g07510,Myb family,MYBREL_1,,Vitvi17g00726,vv60045MYBrelated,,,
VIT_17s0000g07520,Ribosomal-protein S6 kinase p70,K04688,,Vitvi17g00727,vv34150mTOR_signaling_pathway,,,
VIT_17s0000g07530,Transportin-SR,TRANSPORTINSR,,Vitvi17g00728,vv50112Nuclear_pore_complex,,,
VIT_17s0000g07550,Zinc finger (C3HC4-type ring finger),ZFC3HC4_161,,Vitvi17g00730,vv60078Other_zf-C3HC4,,,
VIT_17s0000g07570,formin 8,FH8,,Vitvi17g00731,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_17s0000g07580,ARR6 typeA,ARR6,,Vitvi17g00732,vv30007Cytokinin_signaling,vv60072Orphans_Response_reg,,
VIT_17s0000g07600,Unknown protein,,,Vitvi17g00733,,,,
VIT_17s0000g07610,B12D protein,,,Vitvi17g00734,,,,
VIT_17s0000g07620,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi17g00735,,,,
VIT_17s0000g07630,DEL1 (DP-E2F-like 1),DEL1_1,,Vitvi17g00736,vv44110Cell_cycle,vv60026E2F-DP,,
VIT_17s0000g07640,Mannose-1-phosphate guanyltransferase,E2_7_7_23,,Vitvi17g00738,vv10530Aminosugars_metabolism,,,
VIT_17s0000g07680,Alpha-N-acetylglucosaminidase,E3_2_1_50,,Vitvi17g00739,vv10511N-Glycan_degradation,,,
VIT_17s0000g07700,Glucose inhibited division protein B,K03501,,Vitvi17g00740,,,,
VIT_17s0000g07720,Sterile alpha motif (SAM) domain-containing protein,,,Vitvi17g00742,,,,
VIT_17s0000g07730,Armadillo/beta-catenin repeat / U-box domain-containing protein,,,Vitvi17g00743,,,,
VIT_17s0000g07740,HhH-GPD base excision DNA repair protein,,,Vitvi17g00744,,,,
VIT_17s0000g07760,ER degradation enhancer; mannosidase alpha-like 1,K10084,,Vitvi17g00748,vv24141Protein_processing_in_endoplasmic_reticulum,,,
VIT_17s0000g07770,LTCOR11,LTCOR11,,Vitvi17g00750,vv30010Gibberellin_signaling,,,
VIT_17s0000g07780,Calmodulin-binding protein,K02183,,Vitvi17g00752,vv34020Calcium_signaling_pathway,vv34626Plant-pathogen_interaction,,
VIT_17s0000g07790,N-hydroxythioamide S-beta-glucosyltransferase,K11820,,Vitvi17g00753,vv10966Glucosinolate_biosynthesis,,,
VIT_17s0000g07800,Unknown protein,,,Vitvi17g00754,,,,
VIT_17s0000g07820,LIM domain protein WLIM1,WLIM1_1,,Vitvi17g00755,vv60040LIM,,,
VIT_17s0000g07830,Asp/Glu racemase; Tetratricopeptide helical,K01797,,Vitvi17g00757,,,,
VIT_17s0000g07840,Unknown protein,,,Vitvi17g00758,,,,
VIT_17s0000g07850,Nucleobase-ascorbate transporter 6 (NAT6),NAT6,,Vitvi17g00759,vv50124Porters_cat_30_to_64,,,
VIT_17s0000g07880,Bromo-adjacenty (BAH) domain-containing protein,,,Vitvi17g00761,,,,
VIT_17s0000g07890,Rac-like GTP-binding protein ARAC10 (GTPase protein ROP10),ROP10,,Vitvi17g00762,vv34020Calcium_signaling_pathway,,,
VIT_17s0000g07900,Protease Do 9,,,Vitvi17g00764,,,,
VIT_17s0000g07910,Nodulin MtN21 family,MTN21,,Vitvi17g00765,vv50122Porters_cat_7_to_17,,,
VIT_17s0000g07920,Hypoxia-responsive,,,Vitvi17g00767,,,,
VIT_17s0000g07930,Nodulin MtN21 family,MTN21,,Vitvi17g00768,vv50122Porters_cat_7_to_17,,,
VIT_17s0000g07950,Unknown protein,,,Vitvi17g00770,,,,
VIT_17s0000g07960,Ubiquitin-conjugating enzyme E2 H,K10576,,Vitvi17g00772,vv24120Ubiquitin_mediated_proteolysis,,,
VIT_17s0000g07970,RDR2 (RNA-dependent RNA polymerase 2),K00985,,Vitvi17g00776,,,,
VIT_17s0000g08000,Ribonuclease III,E3_1_26_3,,Vitvi17g00777,,,,
VIT_17s0000g08010,Trehalose 6-phosphate synthase,E2_4_1_15,,Vitvi17g00778,vv10500Starch_and_sucrose_metabolism,,,
VIT_17s0000g08020,Unknown protein,,,Vitvi17g00779,,,,
VIT_17s0000g08030,Spermidine synthase 2,E2_5_1_16,,Vitvi17g00780,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10271Methionine_metabolism,,
VIT_17s0000g08050,Cyclic nucleotide-gated ion channel 16,K05391_CNGC16,,Vitvi17g00782,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores,,
VIT_17s0000g08060,Cyclic nucleotide-gated ion channel 18,K05391_CNGC18,,Vitvi17g00783,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores,,
VIT_17s0000g08080,Armadillo/beta-catenin repeat protein / U-box domain-containing protein,,,Vitvi17g00787,,,,
VIT_17s0000g08100,UDP-glucoronosyl and UDP-glucosyl transferase,,,Vitvi17g00788,,,,
VIT_17s0000g08140,MLK/Raf-related protein kinase 1,,,Vitvi17g00794,,,,
VIT_17s0000g08150,Basic helix-loop-helix (bHLH) family,BHLHDOM_17,,Vitvi17g00795,vv60011BHLH,,,
VIT_17s0000g08170,Chaperonin,,,Vitvi17g00797,,,,
VIT_17s0000g08200,Phosphoglycerate/bisphosphoglycerate mutase,E5_4_2_1,,Vitvi17g00799,vv10010Glycolysis,,,
VIT_17s0000g08210,Zinc finger (C3HC4-type ring finger),ZFC3HC4_103,,Vitvi17g00801,vv60078Other_zf-C3HC4,,,
VIT_17s0000g08220,Unknown protein,,,Vitvi17g00802,,,,
VIT_17s0000g08230,Unknown protein,,,Vitvi17g00803,,,,
VIT_17s0000g08240,HT1 (high leaf temperature 1),,,Vitvi17g00804,,,,
VIT_17s0000g08250,No hit,,,Vitvi17g00806,,,,
VIT_17s0000g08260,Kinesin light chain,K10407,,Vitvi17g00807,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_17s0000g08280,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi17g00808,,,,
VIT_17s0000g08290,Dof zinc finger protein DOF5.6,DOF5_6,,Vitvi17g00809,vv60015C2C2-DOF,,,
VIT_17s0000g08310,Ataxia-telangiectasia mutated protein (Atm),K04728,,Vitvi17g00813,vv44110Cell_cycle,,,
VIT_17s0000g08370,RCD one 2 (SRO2),,,Vitvi17g00814,,,,
VIT_17s0000g08380,Unknown protein,,,Vitvi17g00815,,,,
VIT_17s0000g08410,Peroxisomal protein (PEX14),PEX14,,Vitvi17g00817,vv11012Iba_metabolism,vv44146Peroxisome,,
VIT_17s0000g08450,Carbonic anhydrase chloroplast,E4_2_1_1,,Vitvi17g00819,vv10910Nitrogen_metabolism,vv50124Porters_cat_30_to_64,,
VIT_17s0000g08460,Carbonic anhydrase; chloroplast precursor,E4_2_1_1,,Vitvi17g00820,vv10910Nitrogen_metabolism,vv50124Porters_cat_30_to_64,,
VIT_17s0000g08470,Carbonic anhydrase,E4_2_1_1,,Vitvi17g00821,vv10910Nitrogen_metabolism,vv50124Porters_cat_30_to_64,,
VIT_17s0000g08490,Exosome complex component RRP40,K03681,,Vitvi17g00823,vv23018RNA_degradation,,,
VIT_17s0000g08500,Ribosomal protein L12,K02869,,Vitvi17g00824,vv23010Ribosome,,,
VIT_17s0000g08510,PWWP domain-containing protein,,,Vitvi17g00825,,,,
VIT_17s0000g08520,Pantothenate kinase,E2_7_1_33,,Vitvi17g00826,vv10770Pantothenate_and_CoA_biosynthesis,,,
VIT_17s0000g08530,Boron transporter-like protein 1,BOR1,,Vitvi17g00829,vv50124Porters_cat_30_to_64,,,
VIT_17s0000g08540,Lipase GDSL,,,Vitvi17g00831,,,,
VIT_17s0000g08560,Phosphate/phosphoenolpyruvate translocator CUE1 (cab underexpressed 1),CUE1,,Vitvi17g00833,vv50122Porters_cat_7_to_17,,,
VIT_17s0000g08570,S-ribonuclease binding protein SBP1,,,Vitvi17g00834,,,,
VIT_17s0000g08580,ApaG domain protein,,,Vitvi17g00836,,,,
VIT_17s0000g08590,Unknown protein,,,Vitvi17g00837,,,,
VIT_17s0000g08600,Signal recognition particle receptor beta subunit,K12272,,Vitvi17g00838,vv23060Protein_export,vv50132Primary_active_transporter_cat_A5_to_A8,,
VIT_17s0000g08610,Phox (PX) domain-containing protein,,,Vitvi17g00839,,,,
VIT_17s0000g08620,U3 small nucleolar RNA-associated protein MPP10,K14559,,Vitvi17g00840,vv23008Ribosome_biogenesis_in_Eukaryotes,,,
VIT_17s0000g08630,Unknown protein,,,Vitvi17g00841,,,,
VIT_17s0000g08640,Unknown protein,,,Vitvi17g00842,,,,
VIT_17s0000g08660,Anthranilate phosphoribosyltransferase; chloroplast precursor,E2_4_2_18,,Vitvi17g00843,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_17s0000g08670,Glutaredoxin,,,Vitvi17g00844,,,,
VIT_17s0000g08680,IMP dehydrogenase/GMP reductase,E1_1_1_205,,Vitvi17g00845,vv10230Purine_metabolism,,,
VIT_17s0000g08690,WD-40 repeat,,,Vitvi17g00848,,,,
VIT_17s0000g08720,RKF2 (receptor-like serine/threonine kinase 2),,,Vitvi17g00854,,,,
VIT_17s0000g08730,Protein phosphatase 2 regulatory subunit B,K04354,,Vitvi17g00856,vv23015mRNA_surveillance_pathway,vv34020Calcium_signaling_pathway,,
VIT_17s0000g08740,Peroxisomal 2;4-dienoyl-CoA reductase,E1_3_1_34,,Vitvi17g00859,vv10062Fatty_acid_elongation_in_mitochondria,vv44146Peroxisome,,
VIT_17s0000g08750,ATPase-like domain-containing,,,Vitvi17g00861,,,,
VIT_17s0000g08760,Receptor kinase TRKa,,,Vitvi17g00862,,,,
VIT_17s0000g08770,Cysteine-rich receptor-like protein kinase 2,,,Vitvi17g00863,,,,
VIT_17s0000g08780,Unknown protein,,,Vitvi17g00864,,,,
VIT_17s0000g08790,EMB2759 (embryo defective 2759),,,Vitvi17g00866,,,,
VIT_17s0000g08800,No hit,,,Vitvi17g00867,,,,
VIT_17s0000g08820,Nucleoside phosphatase GDA1/CD39,,,Vitvi17g00869,,,,
VIT_17s0000g08830,SOUL heme-binding,,,Vitvi17g00870,,,,
VIT_17s0000g08850,SEC14 cytosolic factor,SEC14,,Vitvi17g00872,vv50122Porters_cat_7_to_17,,,
VIT_17s0000g08860,UBX domain-containing protein,,,Vitvi17g00873,,,,
VIT_17s0000g08870,Carboxyl-terminal proteinase,,,Vitvi17g00874,,,,
VIT_17s0000g08880,Transcription factor jumonji; jmjC,JMJD4_2,,Vitvi17g00875,vv60038Jumonji,,,
VIT_17s0000g08890,Cell division control protein 48 homolog E,K13525_E,,Vitvi17g00877,vv24141Protein_processing_in_endoplasmic_reticulum,vv44110Cell_cycle,,
VIT_17s0000g08900,LRR receptor-like kinase 2,,,Vitvi17g00878,,,,
VIT_17s0000g08910,Unknown protein,,,Vitvi17g00880,,,,
VIT_17s0000g08920,Ribitol dehydrogenase,E1_1_1_56,,Vitvi17g00881,vv10040Pentose_glucuronate_interconversion,,,
VIT_17s0000g08930,Transducin protein,,,Vitvi17g00882,,,,
VIT_17s0000g08940,FKBP12 interacting protein (FIP37),,,Vitvi17g00883,,,,
VIT_17s0000g08950,D111/G-patch,,,Vitvi17g00884,,,,
VIT_17s0000g08960,Raffinose synthase,E2_4_1_82,,Vitvi17g00885,vv10052Galactose_metabolism,,,
VIT_17s0000g08970,Proline-rich family protein,,,Vitvi17g00886,,,,
VIT_17s0000g08980,Short stature homeobox protein,K09331,,Vitvi17g00888,vv60034HB,,,
VIT_17s0000g08990,Alliinase,E4_4_1_4,,Vitvi17g00889,vv10272Cysteine_metabolism,,,
VIT_17s0000g09020,No hit,,,Vitvi17g00891,,,,
VIT_17s0000g09040,Pentatricopeptide (PPR) repeat,,,Vitvi17g00892,,,,
VIT_17s0000g09060,Unknown,,,Vitvi17g00893,,,,
VIT_17s0000g09070,Histone deacetylase HDA6,K06067_HDAC6,,Vitvi17g00894,vv30011Jasmonate_signaling,vv44110Cell_cycle,,
VIT_17s0000g09090,Armadillo/beta-catenin repeat,,,Vitvi17g00897,,,,
VIT_17s0000g09100,Copper amine oxidase,E1_4_3_4,,Vitvi17g00898,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10340Histidine_metabolism,,
VIT_17s0000g09110,Ribosomal protein L27A (RPL27aC) 60S,K02900,,Vitvi17g00899,vv23010Ribosome,,,
VIT_17s0000g09130,Ethylene-responsive DEAD box RNA helicase (RH30),RH30,,Vitvi17g00900,vv23040Spliceosome,vv30008Ethylene_signaling,,
VIT_17s0000g09140,Elongation factor Tu; mitochondrial,K02358,,Vitvi17g00901,vv34626Plant-pathogen_interaction,,,
VIT_17s0000g09150,ATP binding,,,Vitvi17g00903,,,,
VIT_17s0000g09160,ferric reduction oxidase 8 FRO8,E1_16_1_7,,Vitvi17g00904,vv10860Porphyrin_and_chlorophyll_metabolism,vv50105Transport_electron_carriers,,
VIT_17s0000g09170,Receptor lectin kinase,,,Vitvi17g00905,,,,
VIT_17s0000g09190,Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein,,,Vitvi17g00906,,,,
VIT_17s0000g09200,Unknown protein,,,Vitvi17g00907,,,,
VIT_17s0000g09210,No pollen (Osnop),,,Vitvi17g00909,,,,
VIT_17s0000g09220,MAK16 protein,,,Vitvi17g00910,,,,
VIT_17s0000g09230,Leucine-rich repeat family protein,,,Vitvi17g00911,,,,
